#CYaaS and Get Compliance-Ready with Office 365;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR3150;Azure Identity, Azure, Azure Integration, Azure Blockchain, Azure Developer Tools, Azure Compute, Azure AI + Machine Learning, Azure Media, Azure Analytics, Azure Databases, Azure DevOps , Azure Internet of Things, Azure Management and Governance, Azure Containers, Azure Mixed Reality, Azure Mobile, Azure Microsoft Azure Stack, Azure Storage, Azure Security, Azure Web, Azure Migration, Azure Networking;https://myignite.techcommunity.microsoft.com/sessions/85236;Partner Led Session;https://medius.studios.ms/video/asset/PPT/IG19-THR3150
Advanced techniques for modernizing your identity and access management from on-premises to the cloud with Azure Active Directory;;;https://myignite.techcommunity.microsoft.com/sessions/77820;;
Advanced Threat Protection with Office 365 apps;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK3239;Microsoft 365 Security Management, Microsoft 365, Microsoft 365 Applications, Microsoft 365 Information Protection, Microsoft 365 Threat Protection;https://myignite.techcommunity.microsoft.com/sessions/79050;Session;
AI + Developer Keynote Recap;https://medius.studios.ms/video/asset/HIGHMP4/IG19-MLS1032;Tooling & Languages Tooling & Languages General, Tooling & Languages;https://myignite.techcommunity.microsoft.com/sessions/89318;Interview;
AI and Insights in Dynamics 365 Finance and Operations;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR1103;Dynamics 365 Finance and Operations, Dynamics 365;https://myignite.techcommunity.microsoft.com/sessions/84113;Session;https://medius.studios.ms/video/asset/PPT/IG19-THR1103
AI at the edge: Using Azure IoT Edge to remove latency, cost, and privacy roadblocks to IoT deployments;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2238;Azure AI + Machine Learning, Azure, Azure Containers, Azure Internet of Things, Azure Mixed Reality;https://myignite.techcommunity.microsoft.com/sessions/84342;Session;https://medius.studios.ms/video/asset/PPT/IG19-THR2238
AI behind call center analytics: Using Azure Cognitive Services to improve customer experiences;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK3032;Azure AI + Machine Learning, Azure;https://myignite.techcommunity.microsoft.com/sessions/81072;Session;
AI behind call center transcription: Using Azure Cognitive Services to improve customer experience;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2094;Azure AI + Machine Learning, Azure;https://myignite.techcommunity.microsoft.com/sessions/81075;Session;https://medius.studios.ms/video/asset/PPT/IG19-THR2094
AI Builder: How business users can infuse apps and processes with AI;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK2275;Azure AI + Machine Learning, Azure;https://myignite.techcommunity.microsoft.com/sessions/85260;Session;
AI driven recommendations and discovery in Dynamics 365 Commerce;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK2364;Dynamics 365 Retail and Commerce, Dynamics 365;https://myignite.techcommunity.microsoft.com/sessions/87379;Session;https://medius.studios.ms/video/asset/PPT/IG19-BRK2364
AI for developers with Azure CLI;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2355;Azure Azure General, Azure;https://myignite.techcommunity.microsoft.com/sessions/87510;Session;https://medius.studios.ms/video/asset/PPT/IG19-THR2355
AI innovation: Revitalizing the live presentation experience;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK3089;Microsoft 365 Applications, Microsoft 365, Microsoft 365 Files and Content, Microsoft 365 Meetings and Voice;https://myignite.techcommunity.microsoft.com/sessions/79232;Session;
AI on the edge with Azure Stack Edge;https://medius.studios.ms/video/asset/HIGHMP4/IG19-MLS1049;Azure Azure General, Azure;https://myignite.techcommunity.microsoft.com/sessions/89335;Interview;
AI powered web search with Bing Search APIs, and more;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK3030;Azure AI + Machine Learning, Azure;https://myignite.techcommunity.microsoft.com/sessions/81068;Session;
AI within reach: Zero code solutions at enterprise scale with Azure Machine Learning [designer];https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2129;Azure AI + Machine Learning, Azure;https://myignite.techcommunity.microsoft.com/sessions/83895;Session;https://medius.studios.ms/video/asset/PPT/IG19-THR2129
An introvert’s guide to the IT industry;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK1026;Not Product Specific;https://myignite.techcommunity.microsoft.com/sessions/81710;Diversity and Inclusion;https://medius.studios.ms/video/asset/PPT/IG19-BRK1026
